Experiment Type,Preconditioning/RateofConv,Derivative,Perturbation,Execution Time,Iterations,F(x),Norm Gradient(x),Experimental Order of Convergence,Converged
fixed,no,adaptive_forward,0.01,3.3998894691467285,26,102.69714318646957,3.857401547241677e-06,1.0000402671955955,True
fixed,no,adaptive_forward,0.0001,2.7520856857299805,21,0.20508216703373555,8.776332934980752e-07,0.34610739194942386,True
fixed,no,adaptive_forward,1e-06,2.78497576713562,22,2.256038726392701e-05,6.230791694217091e-06,-0.2476282266071053,True
fixed,no,adaptive_forward,1e-08,20.029009580612183,150,1012.6715893395826,19.95852418381318,nan,False
fixed,no,adaptive_forward,1e-10,20.023327350616455,150,1001.5834706295377,59.876131132012354,nan,False
fixed,no,adaptive_forward,1e-12,20.078205585479736,134,996.7853057169189,29.971627290094933,nan,False
fixed,no,adaptive_backward,0.01,20.041545867919922,161,43.196989794710476,175.27469721463183,nan,False
fixed,no,adaptive_backward,0.0001,20.07117462158203,163,0.0704233054519794,1.9387045020261933,nan,False
fixed,no,adaptive_backward,1e-06,20.043640613555908,162,2.243563268963475e-05,0.000914529516242635,nan,False
fixed,no,adaptive_backward,1e-08,20.117229461669922,155,862.093401513115,21.230302213483665,nan,False
fixed,no,adaptive_backward,1e-10,20.0666925907135,147,1023.7206634016234,58.72826352687684,nan,False
fixed,no,adaptive_backward,1e-12,20.117971420288086,136,969.6230053783447,212.85928813780598,nan,False
fixed,no,adaptive_central,0.01,4.085184097290039,20,0.09611936056262335,5.058876876095425e-06,-0.24950544787686882,True
fixed,no,adaptive_central,0.0001,4.2499730587005615,21,1.0000599328720274e-09,4.891194602553538e-09,0.7743370049944333,True
fixed,no,adaptive_central,1e-06,4.54837965965271,22,1.3190384670243492e-17,5.245420359363122e-08,-0.15012077225358672,True
fixed,no,adaptive_central,1e-08,20.07065987586975,96,988.5007887243517,20.1527594669163,nan,False
fixed,no,adaptive_central,1e-10,20.020159482955933,98,1295.5807033712952,548.5331813481766,nan,False
fixed,no,adaptive_central,1e-12,20.066543102264404,93,6049.998877099604,2599.012463634603,nan,False
fixed,no,exact,nan,0.29979872703552246,21,9.359939107848684e-19,5.001332884971811e-09,0.7747551331801361,True
fixed,no,forward,0.01,3.354135274887085,25,102.69714701681404,5.407080562412266e-06,1.0000559101400825,True
fixed,no,forward,0.0001,2.81427001953125,22,0.20508238281684127,1.292340843586873e-06,0.924142055830188,True
fixed,no,forward,1e-06,3.0979866981506348,24,2.2558797200361652e-05,1.3830993116986275e-09,1.7357576753972954,True
fixed,no,forward,1e-08,20.039013862609863,139,999.5117349813022,27.330099466862624,nan,False
fixed,no,forward,1e-10,20.142250299453735,136,1001.6103064287241,204.48291165162905,nan,False
fixed,no,forward,1e-12,20.041023015975952,129,1166.672179414964,89.98713578388782,nan,False
fixed,no,backward,0.01,20.004356622695923,157,50.083076980845014,194.8444076044504,nan,False
fixed,no,backward,0.0001,20.118305683135986,158,0.003143055903652438,1.310194453741147,nan,False
fixed,no,backward,1e-06,20.038851737976074,158,2.2550972650314083e-05,2.8079614155846913e-05,nan,False
