2025-08-27 20:27:18,453 INFO    MainThread:15687 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /Users/lilshoe/Library/Mobile Documents/com~apple~CloudDocs/Politecnico Torino/Anno 2024-2025/Primo Semestre/Numerical Optimization/Projects_Code/Numerical/wandb/run-20250827_202718-ubxaiibj/logs/debug.log
2025-08-27 20:27:18,454 INFO    MainThread:15687 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /Users/lilshoe/Library/Mobile Documents/com~apple~CloudDocs/Politecnico Torino/Anno 2024-2025/Primo Semestre/Numerical Optimization/Projects_Code/Numerical/wandb/run-20250827_202718-ubxaiibj/logs/debug-internal.log
2025-08-27 20:27:18,454 INFO    MainThread:15687 [wandb_init.py:init():830] calling init triggers
2025-08-27 20:27:18,454 INFO    MainThread:15687 [wandb_init.py:init():835] wandb.init called with sweep_config: {}
config: {'function': 'extended_rosenbrock', 'method': 'modified', 'n': 1000, '_wandb': {}}
2025-08-27 20:27:18,454 INFO    MainThread:15687 [wandb_init.py:init():871] starting backend
2025-08-27 20:27:18,454 INFO    MainThread:15687 [wandb_init.py:init():874] sending inform_init request
2025-08-27 20:27:18,454 INFO    MainThread:15687 [wandb_init.py:init():882] backend started and connected
2025-08-27 20:27:18,455 INFO    MainThread:15687 [wandb_init.py:init():953] updated telemetry
2025-08-27 20:27:18,480 INFO    MainThread:15687 [wandb_init.py:init():977] communicating run to backend with 90.0 second timeout
2025-08-27 20:27:19,130 INFO    MainThread:15687 [wandb_init.py:init():1029] starting run threads in backend
2025-08-27 20:27:19,169 INFO    MainThread:15687 [wandb_run.py:_console_start():2494] atexit reg
2025-08-27 20:27:19,169 INFO    MainThread:15687 [wandb_run.py:_redirect():2342] redirect: wrap_raw
2025-08-27 20:27:19,169 INFO    MainThread:15687 [wandb_run.py:_redirect():2411] Wrapping output streams.
2025-08-27 20:27:19,170 INFO    MainThread:15687 [wandb_run.py:_redirect():2434] Redirects installed.
2025-08-27 20:27:19,170 INFO    MainThread:15687 [wandb_init.py:init():1075] run started, returning control to user process
2025-08-27 20:27:39,319 INFO    MainThread:15687 [wandb_run.py:_finish():2260] finishing run salvatore-nocita25-politecnico-di-torino/modified_newton_2/ubxaiibj
2025-08-27 20:27:39,319 INFO    MainThread:15687 [wandb_run.py:_atexit_cleanup():2459] got exitcode: 0
2025-08-27 20:27:39,319 INFO    MainThread:15687 [wandb_run.py:_restore():2441] restore
2025-08-27 20:27:39,319 INFO    MainThread:15687 [wandb_run.py:_restore():2447] restore done
2025-08-27 20:27:40,347 INFO    MainThread:15687 [wandb_run.py:_footer_history_summary_info():3895] rendering history
2025-08-27 20:27:40,347 INFO    MainThread:15687 [wandb_run.py:_footer_history_summary_info():3927] rendering summary
2025-08-27 20:27:40,348 INFO    MainThread:15687 [wandb_run.py:_footer_sync_info():3856] logging synced files
